🕘️更新时间,#genre#
CCTV-3,http://183.237.95.108:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-3,http://120.192.226.35:8009/hls/3/index.m3u8$订阅源-1920x1080
CCTV-3,http://112.81.218.254:35455/gaoma/cctv3.m3u8$订阅源-1920x1080
CCTV-3,http://218.93.208.172:35455/migu/624878271.m3u8?migutoken=fc4d3188808753792a59fb9fb632ad0e1d099d6828db8758f8c977a28dc480e969bef66e8cd942d53ce07a039791c90b959a0f75df560f5966e3f5ed7c8cf5bbb0fac0f4394f21d52636ca79cb$订阅源-1920x1080
CCTV-3,http://home.wwang.pw:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-3,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8$订阅源-1920x1080
CCTV-4,http://php.jdshipin.com:8880/cqyx.php?id=CCTV4HD$订阅源-1920x1080
CCTV-4,http://php.jdshipin.com:8880/cqyx.php?id=CCTV4K$订阅源-1920x1080
CCTV-4,http://php.jdshipin.com:8880/bst2.php?id=cctv4k/15000000$订阅源-1920x1080
CCTV-4,http://z.b.bkpcp.top/m.php?id=CCTV-4国际$订阅源-1920x1080
CCTV-4,http://58.243.224.244:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-4,http://211.67.191.23/hls/cctv4hd/index.m3u8$订阅源-1920x1080
CCTV-4,http://1.24.39.180:9003/hls/4/index.m3u8$订阅源-1920x1080
CCTV-4,http://120.192.226.35:8009/hls/4/index.m3u8$订阅源-1920x1080
CCTV-4,http://112.81.218.254:35455/gaoma/cctv4.m3u8$订阅源-1920x1080
CCTV-4,http://218.93.208.172:35455/migu/631780421.m3u8?migutoken=c7f507bbd9cce24c2acdc93defad48a900f168c4ca906d6038ab0f6139f63ebe0ddaadfce8581b4e0014595c5d9de27f08f2398874e7990b2f98bca8c5e37775005a38dfdd40f4ea9bbfa10d23$订阅源-1920x1080
CCTV-5,http://php.jdshipin.com:8880/cqyx.php?id=CCTV5HD$订阅源-1920x1080
CCTV-5,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019$订阅源-1920x1080
CCTV-5,http://z.b.bkpcp.top/m.php?id=cctv5p\$订阅源-1920x1080
CCTV-5,http://211.67.191.23/hls/cctv5hd/index.m3u8$订阅源-1920x1080
CCTV-5,http://1.24.39.180:9003/hls/5/index.m3u8$订阅源-1920x1080
CCTV-5,http://120.192.226.35:8009/hls/503/index.m3u8$订阅源-1920x1080
CCTV-5,http://112.81.218.254:35455/gaoma/cctv5.m3u8$订阅源-1920x1080
CCTV-5,https://api.olelive.com/dis/live/CCTV5HD/hls.m3u8$订阅源-1920x1080
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903$订阅源-1920x1080
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=5f46d328a6ba4b17e3c54dd4c9542e6761b3b2b498ff12429b0664996d9561fcb2fbb67556b110f56102b207c8cd9feb8c0fbe2cbbadf8e18bc3fe6fc78ee06a9cb59dfc8ba532ebef77d7cf2a$订阅源-1920x1080
CCTV-5+,http://php.jdshipin.com:8880/cqyx.php?id=CCTV5SPORTHD$订阅源-1920x1080
CCTV-5+,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603$订阅源-1920x1080
CCTV-5+,http://z.b.bkpcp.top/m.php?id=cctv5p⁭$订阅源-1920x1080
CCTV-5+,http://211.67.191.23/hls/cctv5phd/index.m3u8$订阅源-1920x1080
CCTV-5+,http://112.81.218.254:35455/gaoma/cctv5p.m3u8$订阅源-1920x1080
CCTV-5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8$订阅源-1920x1080
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2$订阅源-1920x1080
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=408252ae4ee84d4533a52e87dc35e108f3557992d0837a3c98af9093fccdb78373328e743136467868d2125b1fa35c3f4d576327db5e3ec96ec3108e28e950fb462f2dc81da44be8ae43ebe0ce$订阅源-1920x1080
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=d7396c05a877872a7519b5df4582a7a4bdf13c82d09889e561f50d0035f006d199741b00d465e4e41b0f706bccfe3420f5d427961e7698ad2a8b8d82d9d320a827310f6c8a7d1c8f203c91b392$订阅源-1920x1080
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=2725923dc731f340aa761620c3dc1841866d2a5734af94919f920321144434ccb32107fea453a21d739f1acbd6dc1df1c659dfc3ed4f15502642b270cfa4c2716fe012c9b9686f4c1ca82c3cc8$订阅源-1920x1080
CCTV-6,http://php.jdshipin.com:8880/cqyx.php?id=CCTV6HD$订阅源-1920x1080
CCTV-6,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010$订阅源-1920x1080
CCTV-6,http://211.67.191.23/hls/cctv6hd/index.m3u8$订阅源-1920x1080
CCTV-6,http://1.24.39.180:9003/hls/6/index.m3u8$订阅源-1920x1080
CCTV-6,http://183.237.95.108:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-6,http://120.192.226.35:8009/hls/6/index.m3u8$订阅源-1920x1080
CCTV-6,http://home.wwang.pw:35455/itv/1000000005000265006.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-6,https://api.olelive.com/dis/live/CCTV6HD/hls.m3u8$订阅源-1920x1080
CCTV-6,https://www.freetv.top/migu/624878396.m3u8?migutoken=54dddb5c566f353dd0b8e15cc87cb72d1e728394118dba6dc979a2017b3773f1a3fe3e3911285abda886083a7730f7a40557e4442eca5a14dea6bc8c9158aac949ac95a16c61fdc9b7673bc3a5$订阅源-1920x1080
CCTV-6,https://www.freetv.top/migu/624878396.m3u8?migutoken=fad6ba45166658ac148a6a597b94823f91673302510000cce2a906c7a6634ee620570956e2746b8b2cf59ae5370dd0f1ff919edf280e875ab76365c094c9960948ebc38ca05218b8effb809ba5$订阅源-1920x1080
CCTV-7,http://php.jdshipin.com:8880/cqyx.php?id=CCTV7HD$订阅源-1920x1080
CCTV-7,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733$订阅源-1920x1080
CCTV-7,http://58.243.224.244:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-7,http://211.67.191.23/hls/cctv7hd/index.m3u8$订阅源-1920x1080
CCTV-7,http://1.24.39.180:9003/hls/7/index.m3u8$订阅源-1920x1080
CCTV-7,http://120.192.226.35:8009/hls/504/index.m3u8$订阅源-1920x1080
CCTV-7,http://112.81.218.254:35455/gaoma/cctv7.m3u8$订阅源-1920x1080
CCTV-7,http://itv.nctv.top:35455/itv/1000000001000024341.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-7,http://itv.nctv.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-7,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8$订阅源-1920x1080
CCTV-8,http://php.jdshipin.com:8880/cqyx.php?id=CCTV8HD$订阅源-1920x1080
CCTV-8,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226008$订阅源-1920x1080
CCTV-8,http://211.67.191.23/hls/cctv8hd/index.m3u8$订阅源-1920x1080
CCTV-8,http://1.24.39.180:9003/hls/8/index.m3u8$订阅源-1920x1080
CCTV-8,http://183.237.95.108:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-8,http://120.192.226.35:8009/hls/8/index.m3u8$订阅源-1920x1080
CCTV-8,http://home.wwang.pw:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-8,https://api.olelive.com/dis/live/CCTV8HD/hls.m3u8$订阅源-1920x1080
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080$订阅源-1920x1080
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=6dccb38c956e0bb4edee41c25621f99cedfb18e4ce661f2543a392a7a50d305d1f4764210e01011a2b0cc1d14cf85264aae641856c2e6c7b6414088973a624170f2087daecc28e8944035c7490$订阅源-1920x1080
CCTV-9,http://php.jdshipin.com:8880/cqyx.php?id=CCTV9HD$订阅源-1920x1080
CCTV-9,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225734$订阅源-1920x1080
CCTV-9,http://58.243.224.244:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-9,http://211.67.191.23/hls/cctv9hd/index.m3u8$订阅源-1920x1080
CCTV-9,http://1.24.39.180:9003/hls/9/index.m3u8$订阅源-1920x1080
CCTV-9,http://120.192.226.35:8009/hls/509/index.m3u8$订阅源-1920x1080
CCTV-9,http://112.81.218.254:35455/gaoma/cctv9.m3u8$订阅源-1920x1080
CCTV-9,http://home.wwang.pw:35455/itv/1000000005000265009.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8$订阅源-1920x1080
CCTV-9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e$订阅源-1920x1080
CCTV-10,http://php.jdshipin.com:8880/cqyx.php?id=CCTV10HD$订阅源-1920x1080
CCTV-10,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225730$订阅源-1920x1080
CCTV-10,http://z.b.bkpcp.top/m.php?id=CCTV-10科教科教$订阅源-1920x1080
CCTV-10,http://58.243.224.244:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-10,http://211.67.191.23/hls/cctv10hd/index.m3u8$订阅源-1920x1080
CCTV-10,http://1.24.39.180:9003/hls/10/index.m3u8$订阅源-1920x1080
CCTV-10,http://183.237.95.108:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-10,http://120.192.226.35:8009/hls/506/index.m3u8$订阅源-1920x1080
CCTV-10,http://112.81.218.254:35455/gaoma/cctv10.m3u8$订阅源-1920x1080
CCTV-10,http://itv.nctv.top:35455/itv/1000000001000023734.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-11,http://php.jdshipin.com:8880/cqyx.php?id=CCTV11HD$订阅源-1920x1080
CCTV-11,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565$订阅源-1920x1080
CCTV-11,http://z.b.bkpcp.top/m.php?id=CCTV-11戏曲戏曲$订阅源-1920x1080
CCTV-11,http://58.243.224.244:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://211.67.191.23/hls/cctv11hd/index.m3u8$订阅源-1920x1080
CCTV-11,http://1.24.39.180:9003/hls/11/index.m3u8$订阅源-1920x1080
CCTV-11,http://183.237.95.108:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-11,http://120.192.226.35:8009/hls/11/index.m3u8$订阅源-1920x1080
CCTV-11,http://112.81.218.254:35455/gaoma/cctv11.m3u8$订阅源-1920x1080
CCTV-11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8$订阅源-1920x1080
CCTV-12,http://php.jdshipin.com:8880/cqyx.php?id=CCTV12HD$订阅源-1920x1080
CCTV-12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731$订阅源-1920x1080
CCTV-12,http://z.b.bkpcp.top/m.php?id=CCTV-12社会与法社会与法$订阅源-1920x1080
CCTV-12,http://58.243.224.244:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-12,http://211.67.191.23/hls/cctv12hd/index.m3u8$订阅源-1920x1080
CCTV-12,http://1.24.39.180:9003/hls/12/index.m3u8$订阅源-1920x1080
CCTV-12,http://120.192.226.35:8009/hls/507/index.m3u8$订阅源-1920x1080
CCTV-12,http://112.81.218.254:35455/gaoma/cctv12.m3u8$订阅源-1920x1080
CCTV-12,http://itv.nctv.top:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-12,http://home.wwang.pw:35455/itv/1000000005000265012.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-13,http://php.jdshipin.com:8880/cqyx.php?id=CCTVNEWSHD$订阅源-1920x1080
CCTV-13,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226011$订阅源-1920x1080
CCTV-13,http://211.67.191.23/hls/cctv13hd/index.m3u8$订阅源-1920x1080
CCTV-13,http://1.24.39.180:9003/hls/13/index.m3u8$订阅源-1920x1080
CCTV-13,http://120.192.226.35:8009/hls/13/index.m3u8$订阅源-1920x1080
CCTV-13,http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-13,http://61.163.181.78:9901/tsfile/live/0013_1.m3u8$订阅源-1920x1080
CCTV-13,http://112.81.218.254:35455/gaoma/cctv13.m3u8$订阅源-1920x1080
CCTV-13,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8$订阅源-1920x1080
CCTV-13,https://www.freetv.top/migu/608807423.m3u8?migutoken=ac19a58805588401a8e818b6dd00df9b327912af3611ba95f89235e7020821668a2b6dc65ccc3904967da59d0a9742565c56ea582baf8915d068035054818ef0f369dab64705a6a7f7120529ec$订阅源-1920x1080
CCTV-14,http://php.jdshipin.com:8880/cqyx.php?id=CCTVSEHD$订阅源-1920x1080
CCTV-14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732$订阅源-1920x1080
CCTV-14,http://58.243.224.244:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-14,http://211.67.191.23/hls/cctv14hd/index.m3u8$订阅源-1920x1080
CCTV-14,http://1.24.39.180:9003/hls/14/index.m3u8$订阅源-1920x1080
CCTV-14,http://183.237.95.108:9901/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-14,http://112.81.218.254:35455/gaoma/cctv14.m3u8$订阅源-1920x1080
CCTV-14,http://itv.nctv.top:35455/itv/1000000001000008170.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-14,http://itv.nctv.top:35455/itv/1000000005000265013.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-14,http://home.wwang.pw:35455/itv/1000000005000265013.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-15,http://php.jdshipin.com:8880/cqyx.php?id=CCTV15HD$订阅源-1920x1080
CCTV-15,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226476$订阅源-1920x1080
CCTV-15,http://58.243.224.244:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-15,http://211.67.191.23/hls/cctv15hd/index.m3u8$订阅源-1920x1080
CCTV-15,http://1.24.39.180:9003/hls/15/index.m3u8$订阅源-1920x1080
CCTV-15,http://120.192.226.35:8009/hls/15/index.m3u8$订阅源-1920x1080
CCTV-15,http://112.81.218.254:35455/gaoma/cctv15.m3u8$订阅源-1920x1080
CCTV-15,http://227w9f5104.zicp.fun:35455/gaoma/cctv15.m3u8$订阅源-1920x1080
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8$订阅源-1920x1080
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4$订阅源-1920x1080
CCTV-16,http://php.jdshipin.com:8880/cqyx.php?id=CCTV16HD$订阅源-1920x1080
CCTV-16,http://php.jdshipin.com:8880/cqyx.php?id=CCTV16_4K$订阅源-1920x1080
CCTV-16,http://php.jdshipin.com:8880/bst2.php?id=cctv16hd4k/15000000$订阅源-1920x1080
CCTV-16,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100$订阅源-1920x1080
CCTV-16,https://yunmei.tv/main/cctv-16.m3u8$订阅源-1920x1080
CCTV-16,http://211.67.191.23/hls/cctv16hd/index.m3u8$订阅源-1920x1080
CCTV-16,http://1.24.39.180:9003/hls/60/index.m3u8$订阅源-1920x1080
CCTV-16,http://112.81.218.254:35455/gaoma/cctv16.m3u8$订阅源-1920x1080
CCTV-16,http://itv.nctv.top:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-16,http://home.wwang.pw:35455/itv/1000000006000233002.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-17,http://php.jdshipin.com:8880/cqyx.php?id=CCTV17HD$订阅源-1920x1080
CCTV-17,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765$订阅源-1920x1080
CCTV-17,http://z.b.bkpcp.top/m.php?id=cctv17$订阅源-1920x1080
CCTV-17,http://goo.bkpcp.top/mg/cctv17$订阅源-1920x1080
CCTV-17,http://58.243.224.244:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
CCTV-17,http://211.67.191.23/hls/cctv17hd/index.m3u8$订阅源-1920x1080
CCTV-17,http://1.24.39.180:9003/hls/61/index.m3u8$订阅源-1920x1080
CCTV-17,http://112.81.218.254:35455/gaoma/cctv17.m3u8$订阅源-1920x1080
CCTV-17,http://itv.nctv.top:35455/itv/1000000005000265015.m3u8?cdn=ystenlive$订阅源-1920x1080
CCTV-17,http://227w9f5104.zicp.fun:35455/gaoma/cctv17.m3u8$订阅源-1920x1080

📡卫视频道,#genre#
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws$订阅源-1920x1080
广东卫视,http://php.jdshipin.com:8880/cqyx.php?id=GUANGDONGHD$订阅源-1920x1080
广东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226248$订阅源-1920x1080
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源-1920x1080
广东卫视,http://goo.bkpcp.top/mg/gdws$订阅源-1920x1080
广东卫视,http://58.243.224.244:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
广东卫视,http://183.237.95.108:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
广东卫视,http://218.15.183.23:9901/tsfile/live/23008_1.m3u8$订阅源-1920x1080
广东卫视,http://120.192.226.35:8009/hls/36/index.m3u8$订阅源-1920x1080
广东卫视,http://itv.nctv.top:35455/itv/1000000005000265034.m3u8?cdn=ystenlive$订阅源-1920x1080
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源-720x576
香港卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$订阅源-1280x720
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8$订阅源-1280x720
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7158332927312639$订阅源-720x576
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv$订阅源-720x576
浙江卫视,http://php.jdshipin.com:8880/cqyx.php?id=ZHEJIANGHD$订阅源-1920x1080
浙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226339$订阅源-1920x1080
浙江卫视,http://z.b.bkpcp.top/m.php?id=zjws$订阅源-1920x1080
浙江卫视,http://goo.bkpcp.top/mg/zjws$订阅源-1920x1080
浙江卫视,http://58.243.224.244:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
浙江卫视,http://120.192.226.35:8009/hls/34/index.m3u8$订阅源-1920x1080
浙江卫视,http://itv.nctv.top:35455/itv/1000000005000265031.m3u8?cdn=ystenlive$订阅源-1920x1080
浙江卫视,http://home.wwang.pw:35455/itv/1000000005000265031.m3u8?cdn=ystenlive$订阅源-1920x1080
浙江卫视,http://3501776.xyz:35455/itv/1000000005000265031.m3u8?cdn=ystenlive$订阅源-1920x1080
浙江卫视,http://3501776.xyz:35455/itv/1000000005000265031.m3u8?cdn=ystenlive️更新时间$订阅源-1920x1080
湖南卫视,http://php.jdshipin.com:8880/cqyx.php?id=HUNANHD$订阅源-1920x1080
湖南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226307$订阅源-1920x1080
湖南卫视,http://j.x.bkpcp.top/jx/HUNANHD$订阅源-1920x1080
湖南卫视,http://58.243.224.244:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
湖南卫视,http://120.192.226.35:8009/hls/32/index.m3u8$订阅源-1920x1080
湖南卫视,http://home.wwang.pw:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$订阅源-1920x1080
湖南卫视,http://3501776.xyz:35455/itv/1000000005000265024.m3u8?cdn=ystenlive$订阅源-1920x1080
湖南卫视,http://116.77.32.59:8277/streams/d/hunws/playlist.m3u8$订阅源-1280x720
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$订阅源-720x576
湖南卫视,http://116.9.204.242:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-720x576
北京卫视,http://php.jdshipin.com:8880/cqyx.php?id=BEIJINGHD$订阅源-1920x1080
北京卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226450$订阅源-1920x1080
北京卫视,http://z.b.bkpcp.top/m.php?id=bjws$订阅源-1920x1080
北京卫视,http://58.243.224.244:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
北京卫视,http://120.192.226.35:8009/hls/35/index.m3u8$订阅源-1920x1080
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8$订阅源-1920x1080
北京卫视,http://home.wwang.pw:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$订阅源-1920x1080
北京卫视,http://3501776.xyz:35455/itv/1000000005000265027.m3u8?cdn=ystenlive$订阅源-1920x1080
北京卫视,http://116.9.204.242:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源-720x576
北京卫视,http://116.9.204.242:9901/tsfile/live/0122_1.m3u8$订阅源-720x576
湖北卫视,http://php.jdshipin.com:8880/cqyx.php?id=HUBEISD$订阅源-1920x1080
湖北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226477$订阅源-1920x1080
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws$订阅源-1920x1080
湖北卫视,http://goo.bkpcp.top/mg/hubws$订阅源-1920x1080
湖北卫视,http://58.243.224.244:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源-1920x1080
湖北卫视,http://120.192.226.35:8009/hls/39/index.m3u8$订阅源-1920x1080
湖北卫视,http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8$订阅源-1920x1080
湖北卫视,http://home.wwang.pw:35455/itv/1000000005000265023.m3u8?cdn=ystenlive$订阅源-1920x1080
